cluster,ID_OLIVO,Variedad,cluster_id,proporcion
76,1,30-65,1,0.302650486160389
77,1,30-65,1,0.002146457351047889
78,1,30-65,1,0.002146457351047889
79,1,30-65,1,0.04157401491317792
80,1,30-65,1,0.002146457346637911
81,1,30-65,1,0.04936851901456674
82,1,30-65,1,0.002146457346637911
83,2,30-65,1,0.6038072479951995
84,2,30-65,1,0.07263092372871952
85,2,30-65,1,0.01037584623934651
86,2,30-65,1,0.07954815458337397
87,2,30-65,1,0.01037584626066409
88,2,30-65,1,0.003458615413115505
89,2,30-65,1,0.003458615413115505
90,2,30-65,1,0.05879646207625751
91,2,30-65,1,0.003458615413115505
92,2,30-65,1,0.02421030790957317
93,2,30-65,1,0.003458615420221362
94,2,30-65,1,0.003458615413115505
95,2,30-65,1,0.1002998470833846
96,2,30-65,1,0.09338261625715352
97,2,30-65,1,0.02421030792733782
98,2,30-65,1,0.01729307708334217
99,2,30-65,1,0.01037584624645237
100,2,30-65,1,0.0518792312500265
101,2,30-65,1,0.01729307710110681
102,2,30-65,1,0.0380447695869057
103,2,30-65,1,0.02421030792023196
104,2,30-65,1,0.003458615420221362
105,2,30-65,1,0.003458615413115505
106,2,30-65,1,0.003458615420221362
107,2,30-65,1,0.003458615420221362
108,2,30-65,1,0.08646538539894617
109,2,30-65,1,0.1002998470940434
110,2,30-65,1,0.1194746134067306
111,2,30-65,1,0.09338261623228306
112,2,30-65,1,0.01037584626066409
113,2,30-65,1,0.06571369290959439
114,2,30-65,1,0.09338261626781234
115,2,30-65,1,0.5499198512040928
116,2,30-65,1,0.05879646207981044
117,2,30-65,1,0.003458615413115505
118,2,30-65,1,0.02421030791312611
119,2,30-65,1,0.03804476958335277
120,2,30-65,1,0.05187923125357943
121,2,30-65,1,0.08646538539894617
122,2,30-65,1,0.7621937652477712
123,2,30-65,1,0.06571369292380609
124,2,30-65,1,0.003458615420221362
125,2,30-65,1,0.01729307707978924
126,2,30-65,1,0.05187923125357943
127,2,30-65,1,0.6260093904027747
128,2,30-65,1,0.03804476958335276
129,2,30-65,1,0.003458615420221362
130,2,30-65,1,0.003458615413115505
131,2,30-65,1,0.127968770416732
132,2,30-65,1,0.003458615413115505
133,2,30-65,1,0.0242103079131261
134,2,30-65,1,0.003458615420221362
135,2,30-65,1,0.003458615413115505
136,2,30-65,1,0.07954815458337397
137,2,30-65,1,0.01729307707978924
138,2,30-65,1,0.01037584624645237
139,3,30-65,1,0.1108947912431918
140,3,30-65,1,1.212688201090244
141,3,30-65,1,0.01073175398937995
142,3,30-65,1,0.2325213365161864
143,3,30-65,1,0.01788625663671726
144,3,30-65,1,0.082276780628119
145,3,30-65,1,0.003577251334693051
146,3,30-65,1,0.003577251327343452
147,3,30-65,1,0.06796777528199718
148,3,30-65,1,0.003577251327343452
149,3,30-65,1,0.09658578592279361
150,3,30-65,1,0.003577251334693051
151,3,30-65,1,0.3183753684055023
152,3,30-65,1,0.06081327261996069
153,3,30-65,1,0.003577251334693051
154,3,30-65,1,0.003577251334693051
155,3,30-65,1,0.17528531520887
156,3,30-65,1,0.003577251327343452
157,3,30-65,1,0.02504075931345296
158,3,30-65,1,0.02504075932815216
159,3,30-65,1,0.0751222779330093
160,3,30-65,1,0.09658578594116761
161,3,30-65,1,0.07512227793668408
162,3,30-65,1,0.003577251334693051
163,3,30-65,1,0.003577251327343452
164,3,30-65,1,0.003577251334693051
165,3,30-65,1,0.003577251334693051
166,3,30-65,1,0.1395128018950126
167,3,30-65,1,0.003577251327343452
168,3,30-65,1,0.3970748976952535
169,3,30-65,1,0.003577251334693051
170,3,30-65,1,0.003577251327343452
171,3,30-65,1,0.003577251327343452
172,3,30-65,1,0.082276780628119
173,3,30-65,1,0.003577251334693051
174,3,30-65,1,0.1037402886032041
175,3,30-65,1,0.003577251327343452
176,3,30-65,1,0.003577251327343452
177,3,30-65,1,0.003577251334693051
178,3,30-65,1,0.08943128326075708
179,3,30-65,1,0.4686199242751959
180,3,30-65,1,0.06081327260893628
181,3,30-65,1,0.01788625663671726
182,3,30-65,1,0.003577251327343452
183,3,30-65,1,0.003577251327343452
184,3,30-65,1,0.003577251327343452
185,3,30-65,1,0.003577251334693051
186,3,30-65,1,0.003577251334693051
187,3,30-65,1,0.003577251334693051
188,3,30-65,1,0.01073175399672955
189,3,30-65,1,0.003577251327343452
190,3,30-65,1,0.08227678060607019
191,3,30-65,1,0.003577251334693051
192,3,30-65,1,0.02504075931712776
193,3,30-65,1,0.01073175399672955
194,3,30-65,1,0.003577251334693051
195,3,30-65,1,0.1752853151868211
196,3,30-65,1,0.01788625667346526
197,3,30-65,1,0.211057828508028
198,3,30-65,1,0.003577251334693051
199,3,30-65,1,0.1395128019023622
200,3,30-65,1,0.003577251334693051
201,3,30-65,1,0.01073175398203036
202,3,30-65,1,0.0536587699101518
203,3,30-65,1,0.0679677752525988
204,3,30-65,1,0.04650426731058687
205,3,30-65,1,0.003577251334693051
206,3,30-65,1,0.01788625664406686
207,3,30-65,1,0.03219526197548946
208,3,30-65,1,0.01788625666244086
209,3,30-65,1,0.1895943205439673
210,3,30-65,1,0.003577251327343452
211,3,30-65,1,0.1180492939309519
212,3,30-65,1,0.003577251327343452
213,3,30-65,1,0.003577251334693051
214,3,30-65,1,0.01073175398937995
215,3,30-65,1,0.003577251327343452
216,3,30-65,1,0.1108947912615658
217,3,30-65,1,0.02504075929140416
218,3,30-65,1,0.003577251327343452
219,3,30-65,1,0.0751222779330093
220,3,30-65,1,0.003577251327343452
221,3,30-65,1,0.003577251334693051
222,3,30-65,1,0.3899203950185179
223,3,30-65,1,0.003577251327343452
224,3,30-65,1,0.003577251334693051
225,3,30-65,1,0.2611393471459584
226,3,30-65,1,0.003577251334693051
227,3,30-65,1,0.1323582992256265
228,3,30-65,1,0.003577251327343452
229,3,30-65,1,0.003577251334693051
230,3,30-65,1,0.003577251334693051
231,3,30-65,1,0.003577251327343452
232,3,30-65,1,0.003577251334693051
233,3,30-65,1,0.06796777528567197
234,3,30-65,1,0.003577251334693051
235,3,30-65,1,0.003577251327343452
236,3,30-65,1,0.02504075931345296
237,3,30-65,1,0.003577251334693051
238,3,30-65,1,0.07512227794035889
239,3,30-65,1,0.01788625663671726
240,3,30-65,1,0.003577251327343452
241,3,30-65,1,0.02504075947664002
242,3,30-65,1,0.01073175398203036
243,3,30-65,1,0.003577251483180912
244,3,30-65,1,0.6117099775342998
245,3,30-65,1,0.03934976463385116
246,3,30-65,1,0.003577251327343452
247,3,30-65,1,0.003577251334693051
248,3,30-65,1,0.003577251327343452
249,3,30-65,1,0.003577251334693051
250,3,30-65,1,0.003577251334693051
251,3,30-65,1,0.003577251327343452
252,3,30-65,1,0.02504075930977816
253,3,30-65,1,0.06796777526729798
254,3,30-65,1,0.4113839030670989
255,3,30-65,1,0.0679677752783224
256,3,30-65,1,0.02504075929140417
257,3,30-65,1,0.01788625667346526
258,3,30-65,1,0.04650426728853808
259,3,30-65,1,0.1752853152309187
260,3,30-65,1,0.04650426728853807
261,3,30-65,1,0.003577251327343452
262,3,30-65,1,0.01073175399672955
263,3,30-65,1,0.1895920468858243
264,3,30-65,1,0.01788625663671726
265,3,30-65,1,0.01073175400407915
266,3,30-65,1,0.01073175398937995
267,3,30-65,1,0.03934976464487557
268,3,30-65,1,0.003577251334693051
269,3,30-65,1,0.003577251327343452
270,4,30-65,1,0.4151498487039034
271,4,30-65,1,0.0633795343583585
272,4,30-65,1,0.07209188988124841
273,4,30-65,1,0.01740149066530589
274,4,30-65,1,0.007457781721363674
275,4,30-65,1,0.002485927240454558
276,4,30-65,1,0.002485927235347126
277,4,30-65,1,0.01242963618950421
278,4,30-65,1,0.007457781706041378
279,4,30-65,1,0.05717632646916565
280,4,30-65,1,0.1118667257157527
281,4,30-65,1,0.1267822891380503
282,4,30-65,1,0.002485927240454558
283,4,30-65,1,0.002485927235347126
284,4,30-65,1,0.002485927240454558
285,4,30-65,1,0.06996970571765676
286,4,30-65,1,0.1317541436087446
287,4,30-65,1,0.002485927240454558
288,4,30-65,1,0.01242963617673563
289,4,30-65,1,0.01740149067296705
290,4,30-65,1,0.04226076303154574
291,4,30-65,1,0.002485927235347126
292,4,30-65,1,0.0621481809398599
293,4,30-65,1,0.002485927235347126
294,4,30-65,1,0.002485927235347126
295,4,30-65,1,0.002485927240454558
296,4,30-65,1,0.002485927235347126
297,4,30-65,1,0.01740149067552076
298,4,30-65,1,0.002485927235347126
299,4,30-65,1,0.01740149066275217
300,4,30-65,1,0.2013601062469847
301,4,30-65,1,0.02734519961946298
302,4,30-65,1,0.002485927235347126
303,4,30-65,1,0.09197930779977745
304,4,30-65,1,0.03728890856851263
305,4,30-65,1,0.002485927235347126
306,4,30-65,1,0.1765008339164969
307,4,30-65,1,0.02237334514621501
308,4,30-65,1,0.26599421445539
309,4,30-65,1,0.06712003543864503
310,4,30-65,1,0.01740149066530589
311,4,30-65,1,0.01740149066275218
312,4,30-65,1,0.002485927240454558
313,4,30-65,1,0.01740149064742988
314,4,30-65,1,0.007457781711148809
315,4,30-65,1,0.07209188989657071
316,4,30-65,1,0.261022359974481
317,4,30-65,1,0.01740149065253731
318,4,30-65,1,0.002485927235347126
319,4,30-65,1,0.002485927235347126
320,4,30-65,1,0.002485927235347126
321,4,30-65,1,0.03231705409781838
322,4,30-65,1,0.1019230167462734
323,4,30-65,1,0.06712003541566158
324,4,30-65,1,0.002485927235347126
325,4,30-65,1,0.007457781721363674
326,4,30-65,1,0.002485927240454558
327,4,30-65,1,0.07209188991189298
328,4,30-65,1,0.002485927240454558
329,4,30-65,1,0.002485927240454558
330,4,30-65,1,0.08203559883285177
331,4,30-65,1,0.0522044719959177
332,4,30-65,1,0.1914163972877202
333,4,30-65,1,0.01242963619205793
334,4,30-65,1,0.002485927240454558
335,4,30-65,1,0.2212475241680674
336,4,30-65,1,0.06214818095518219
337,4,30-65,1,0.05220447199336396
338,4,30-65,1,0.007457781721363674
339,4,30-65,1,0.002485927235347126
340,4,30-65,1,0.2461067965266463
341,4,30-65,1,0.01242963618950421
342,4,30-65,1,0.02237334513855386
343,4,30-65,1,0.002485927235347126
344,4,30-65,1,0.02734519961690926
345,4,30-65,1,0.002485927240454558
346,4,30-65,1,0.1317541435806537
347,4,30-65,1,0.002485927240454558
348,4,30-65,1,0.022373345128339
349,4,30-65,1,0.002485927240454558
350,4,30-65,1,0.1168385801787858
351,4,30-65,1,0.002485927235347126
352,4,30-65,1,0.2709660689133158
353,4,30-65,1,0.002485927240454558
354,4,30-65,1,0.002485927235347126
355,4,30-65,1,0.07209188989146327
356,4,30-65,1,0.01242963618950421
357,4,30-65,1,0.002485927240454558
358,4,30-65,1,0.007457781711148809
359,4,30-65,1,0.007457781706041378
360,4,30-65,1,0.1019230167437197
361,4,30-65,1,0.01740149066785961
362,4,30-65,1,0.002485927240454558
363,4,30-65,1,0.002485927240454558
364,4,30-65,1,0.002485927240454558
365,4,30-65,1,0.01242963618950421
366,4,30-65,1,0.02237334513855387
367,4,30-65,1,0.03728890857106634
368,4,30-65,1,0.002485927235347126
369,4,30-65,1,0.2162756696667286
370,4,30-65,1,0.002485927240454558
371,4,30-65,1,0.002485927240454558
372,4,30-65,1,0.01242963618950421
373,4,30-65,1,0.007457781716256242
374,4,30-65,1,0.01242963618184306
375,4,30-65,1,0.022373345128339
376,4,30-65,1,0.007457781706041378
377,4,30-65,1,0.03728890857106634
378,4,30-65,1,0.08203559885328147
379,4,30-65,1,0.09695116226025684
380,4,30-65,1,0.002485927240454558
381,4,30-65,1,0.02734519961946298
382,4,30-65,1,0.007457781706041378
383,4,30-65,1,0.04226076303665317
384,4,30-65,1,0.002485927235347126
385,4,30-65,1,0.002485927240454558
386,4,30-65,1,0.002485927240454558
387,4,30-65,1,0.002485927235347126
388,4,30-65,1,0.03231705407994237
389,4,30-65,1,0.0522044719831491
390,4,30-65,1,0.05220447199847141
391,4,30-65,1,0.01740149066530589
392,4,30-65,1,0.05717632645639707
393,4,30-65,1,0.047232617520116
394,4,30-65,1,0.3405720315617705
395,4,30-65,1,0.1019230167564882
396,4,30-65,1,0.002485927235347126
397,4,30-65,1,0.03231705409271095
398,4,30-65,1,0.01242963618695049
399,4,30-65,1,0.579221046379822
400,4,30-65,1,0.002485927240454558
401,4,30-65,1,0.002485927235347126
402,4,30-65,1,0.002485927240454558
403,4,30-65,1,0.02734519961435555
404,4,30-65,1,0.002485927235347126
405,4,30-65,1,0.3057690502439275
406,4,30-65,1,0.002485927240454558
407,4,30-65,1,0.001907632313710108
408,4,30-65,1,0.01242963619461164
409,4,30-65,1,0.002485927235347126
410,4,30-65,1,0.01220793853943952
411,4,30-65,1,0.02734519959903325
412,4,30-65,1,0.415149848691135
413,4,30-65,1,0.04226076304431432
414,4,30-65,1,0.002554700825160085
415,4,30-65,1,0.002485927235347126
416,4,30-65,1,0.02237334513855386
417,4,30-65,1,0.01242963620227279
418,4,30-65,1,0.02734519962201669
419,4,30-65,1,0.00745778171625624
420,4,30-65,1,0.03231705409271095
421,4,30-65,1,0.0870074533163146
422,4,30-65,1,0.03231705407994238
423,4,30-65,1,0.00745778171625624
424,4,30-65,1,0.1118667257055379
425,4,30-65,1,0.05717632645384337
426,4,30-65,1,0.01242963620227279
427,4,30-65,1,0.1715289793845135
428,4,30-65,1,0.08203559886349639
429,4,30-65,1,0.002485927240454558
430,4,30-65,1,0.4549246844439204
431,4,30-65,1,0.01740149066785961
432,4,30-65,1,0.1765008338909597
433,4,30-65,1,0.2162756696897121
434,4,30-65,1,0.01740149064742988
435,4,30-65,1,0.002485927235347126
436,4,30-65,1,0.002485927235347126
437,4,30-65,1,0.002485927235347126
438,4,30-65,1,0.1566134159800919
439,4,30-65,1,0.01740149067296705
440,4,30-65,1,0.01242963618695049
441,4,30-65,1,0.002485927240454558
442,5,42-61,1,2.268416614883919
443,5,42-61,1,0.09843367001680008
444,5,42-61,1,0.01406195288017917
445,5,42-61,1,0.01406195285128835
446,5,42-61,1,1.335885521984689
447,5,42-61,1,0.0984336700456909
448,5,42-61,1,3.529550168808029
449,5,42-61,1,0.01406195288017917
450,5,42-61,1,0.5484161617491712
451,5,42-61,1,0.8296552188905013
452,5,42-61,1,0.01406195288017917
453,5,42-61,1,0.01406195285128835
454,5,42-61,1,0.01406195288017917
455,5,42-61,1,0.293305542109516
456,5,42-61,1,0.3234249159407673
457,5,42-61,1,0.9702747475911756
458,5,42-61,1,0.01406195285128835
459,5,42-61,1,1.612019361933739
460,5,42-61,1,0.01406195288017917
461,5,42-61,1,0.01406195285128835
462,5,42-61,1,0.01406195285128835
463,5,42-61,1,0.09843367004569092
464,5,42-61,1,0.07030976425644177
465,5,42-61,1,0.01406195285128835
466,5,42-61,1,0.04218585858275586
467,5,42-61,1,0.2671771044056052
468,5,42-61,1,0.8577791247230869
469,5,42-61,1,0.01406195285128835
470,5,42-61,1,0.01406195288017917
471,5,42-61,1,0.01406195288017917
472,5,42-61,1,0.0703097643575596
473,5,42-61,1,0.07030976440089583
474,5,42-61,1,0.1546814815086259
475,5,42-61,1,2.207726599674627
476,5,42-61,1,0.01406195288017917
477,5,42-61,1,1.251513804891405
478,5,42-61,1,0.4077966330773883
479,5,42-61,1,0.01406195288017917
480,5,42-61,1,0.01406195285128835
481,5,42-61,1,0.01406195285128835
482,5,42-61,1,0.5202922559743673
483,5,42-61,1,0.01406195285128835
484,5,42-61,1,0.04218585861164667
485,5,42-61,1,0.01257458262389543
486,5,42-61,1,0.07030976428533257
487,5,42-61,1,0.04218585861164667
488,5,42-61,1,0.1546814814797351
489,5,42-61,1,0.01406195285128835
490,5,42-61,1,0.1546814815086259
491,5,42-61,1,0.01406195288017917
492,5,42-61,1,0.7734074075431296
493,5,42-61,1,0.01406195288017917
494,6,42-61,1,0.007384171670684972
495,6,42-61,1,0.01230695277773226
496,6,42-61,1,0.1304536994480076
497,6,42-61,1,0.02707529610645966
498,6,42-61,1,0.01722973388983657
499,6,42-61,1,0.01230695278278928
500,6,42-61,1,0.007384171660570933
501,6,42-61,1,0.03199807722109249
502,6,42-61,1,0.002461390558580665
503,6,42-61,1,0.002461390558580665
504,6,42-61,1,0.1796815105766362
505,6,42-61,1,0.002461390553523644
506,6,42-61,1,0.007384171660570933
507,6,42-61,1,0.2929054761499782
508,6,42-61,1,0.002461390553523644
509,6,42-61,1,0.002461390553523644
510,6,42-61,1,0.002461390558580665
511,6,42-61,1,0.002461390558580665
512,6,42-61,1,0.0763031072098032
513,6,42-61,1,0.002461390558580665
514,6,42-61,1,0.02215251500952641
515,6,42-61,1,0.002461390553523644
516,6,42-61,1,0.02707529611910221
517,6,42-61,1,0.01230695278531779
518,6,42-61,1,0.002461390558580665
519,6,42-61,1,0.002461390553523644
520,6,42-61,1,0.002461390553523644
521,6,42-61,1,0.01722973389995061
522,6,42-61,1,0.07630310721991723
523,6,42-61,1,0.1156853560914666
524,6,42-61,1,0.1402992616595737
525,6,42-61,1,0.002461390553523644
526,6,42-61,1,0.01131815314839641
527,6,42-61,1,0.02707529611404519
528,6,42-61,1,0.1353764805651689
529,6,42-61,1,0.002461390558580665
530,6,42-61,1,0.01230695278531779
531,6,42-61,1,0.002461390553523644
532,6,42-61,1,0.002461390553523644
533,6,42-61,1,0.02707529610898817
534,6,42-61,1,0.002461390558580665
535,6,42-61,1,0.03199807722867801
536,6,42-61,1,0.02215251498676982
537,6,42-61,1,0.02707529611910221
538,6,42-61,1,0.007384171660570933
539,6,42-61,1,0.002461390558580665
540,6,42-61,1,0.002461390553523644
541,6,42-61,1,0.002461390558580665
542,6,42-61,1,0.002461390553523644
543,6,42-61,1,0.01722973388477955
544,6,42-61,1,0.002461390558580665
545,6,42-61,1,0.02707529609887413
546,6,42-61,1,0.002461390558580665
547,6,42-61,1,0.01230695278278928
548,6,42-61,1,0.1944498539180062
549,6,42-61,1,0.002461390553523644
550,6,42-61,1,0.007384171660570933
551,6,42-61,1,0.002461390553523644
552,6,42-61,1,0.002461390558580665
553,6,42-61,1,0.01421360706701382
554,6,42-61,1,0.002461390558580665
555,6,42-61,1,0.1255309183460173
556,6,42-61,1,0.002461390553523644
557,6,42-61,1,0.01230695277773226
558,6,42-61,1,0.1156853561167517
559,6,42-61,1,0.1206081372364415
560,6,42-61,1,0.1156853561192802
561,6,42-61,1,0.002461390558580665
562,6,42-61,1,0.04184363944782962
563,6,42-61,1,0.1156853561218087
564,6,42-61,1,0.002461390558580665
565,6,42-61,1,0.002461390553523644
566,6,42-61,1,0.002461390558580665
567,6,42-61,1,0.3962838794839408
568,6,42-61,1,0.007384171665627953
569,6,42-61,1,0.04676642054729138
570,6,42-61,1,0.08122588833960707
571,6,42-61,1,0.002461390558580665
572,6,42-61,1,0.05661198278919955
573,6,42-61,1,0.1255309183561314
574,6,42-61,1,0.01722973389236508
575,6,42-61,1,0.002461390553523644
576,6,42-61,1,0.002461390553523644
577,6,42-61,1,0.002461390558580665
578,6,42-61,1,0.1550676050135862
579,6,42-61,1,0.002461390553523644
580,6,42-61,1,0.01722973390247913
581,6,42-61,1,0.007384171660570933
582,6,42-61,1,0.007384171670684972
583,6,42-61,1,0.01722973388730806
584,6,42-61,1,0.7014963083762524
585,6,42-61,1,0.01722973389489359
586,6,42-61,1,0.01230695277773226
587,6,42-61,1,0.04676642057257648
588,6,42-61,1,0.08122588833707856
589,6,42-61,1,0.07138032611286994
590,6,42-61,1,0.1058397938950716
591,6,42-61,1,0.002461390553523644
592,6,42-61,1,0.01722973389489359
593,6,42-61,1,0.01722973387466551
594,6,42-61,1,0.11076257501729
595,6,42-61,1,0.002461390553523644
596,6,42-61,1,0.05661198277908552
597,6,42-61,1,0.002461390553523644
598,6,42-61,1,0.002461390553523644
599,6,42-61,1,0.002461390553523644
600,6,42-61,1,0.08614866946435393
601,6,42-61,1,0.04184363944024408
602,6,42-61,1,0.002461390553523644
603,6,42-61,1,0.02707529611910221
604,6,42-61,1,0.135376480570226
605,6,42-61,1,0.002461390553523644
606,6,42-61,1,0.05168920167709525
607,6,42-61,1,0.02707529611910221
608,6,42-61,1,0.01722973387466551
609,6,42-61,1,0.007384171670684972
610,6,42-61,1,0.002461390558580665
611,6,42-61,1,0.06645754500582265
612,6,42-61,1,0.002461390553523644
613,6,42-61,1,0.007384171670684974
614,6,42-61,1,0.002461390558580665
615,6,42-61,1,0.05661198277149997
616,6,42-61,1,0.002461390553523644
617,6,42-61,1,0.6768824028359588
618,6,42-61,1,0.2289093217027363
619,6,42-61,1,0.0319980772261495
620,6,42-61,1,0.002461390553523644
621,6,42-61,1,0.002461390553523644
622,6,42-61,1,0.01230695278026077
623,6,42-61,1,0.002461390553523644
624,6,42-61,1,0.002461390558580665
625,6,42-61,1,0.02215251499941237
626,6,42-61,1,0.002461390553523644
627,6,42-61,1,0.002461390553523644
628,6,42-61,1,0.002461390553523644
629,6,42-61,1,0.002461390553523644
630,6,42-61,1,0.002461390553523644
631,6,42-61,1,0.002461390558580665
632,6,42-61,1,0.002461390553523644
633,6,42-61,1,0.03692085832308276
634,6,42-61,1,0.2289093216951507
635,6,42-61,1,0.02215251499182684
636,6,42-61,1,0.04184363946047216
637,6,42-61,1,0.01230695278531779
638,6,42-61,1,0.03199807722867801
639,6,42-61,1,0.007384171670684974
640,6,42-61,1,0.05661198278414254
641,6,42-61,1,0.002461390553523644
642,6,42-61,1,0.002461390553523644
643,6,42-61,1,0.002461390558580665
644,6,42-61,1,0.002461390558580665
645,6,42-61,1,0.07138032611792695
646,6,42-61,1,0.002461390553523644
647,6,42-61,1,0.06153476389118984
648,6,42-61,1,0.002461390558580665
649,6,42-61,1,0.002461390553523644
650,6,42-61,1,0.002461390558580665
651,6,42-61,1,0.1206081372212705
652,6,42-61,1,0.03199807723120653
653,6,42-61,1,0.002461390553523644
654,6,42-61,1,0.002461390558580665
655,6,42-61,1,0.007384171670684972
656,6,42-61,1,0.02707529612415924
657,7,42-61,1,0.007806415360669496
658,7,42-61,1,0.1698420366211993
659,7,42-61,1,0.0434479628436584
660,7,42-61,1,0.02764870365544754
661,7,42-61,1,0.205562637102453
662,7,42-61,1,1.765567218188943
663,7,42-61,1,0.1303438885958956
664,7,42-61,1,0.06714685171726895
665,7,42-61,1,0.04344796287206106
666,7,42-61,1,0.003949814810239662
667,7,42-61,1,0.08294611092170989
668,7,42-61,1,0.01974907403496822
669,7,42-61,1,0.003949814810239662
670,7,42-61,1,0.1382435182082599
671,7,42-61,1,0.6499637238915597
672,7,42-61,1,0.3515335176934051
673,7,42-61,1,0.02764870363921745
674,7,42-61,1,0.05924722208867459
675,7,42-61,1,0.003949814802124617
676,7,42-61,1,0.1224442589997614
677,7,42-61,1,0.003949814810239662
678,7,42-61,1,0.003949814802124617
679,7,42-61,1,0.003949814802124617
680,7,42-61,1,0.1224442589673012
681,7,42-61,1,0.03554833325158173
682,7,42-61,1,0.01184944443071899
683,7,42-61,1,0.003949814802124617
684,7,42-61,1,0.3673327769627664
685,7,42-61,1,0.03554833325158174
686,7,42-61,1,0.4384294434699875
687,7,42-61,1,0.0355483332637543
688,7,42-61,1,0.1066449997588027
689,7,42-61,1,0.01974907403496822
690,7,42-61,1,0.003949814802124617
691,7,42-61,1,0.01184944443071899
692,7,42-61,1,0.03554833322723659
693,7,42-61,1,0.0829461109054798
694,7,42-61,1,0.003949814802124617
695,7,42-61,1,0.003949814802124617
696,7,42-61,1,0.06714685173349903
697,7,42-61,1,0.3831320361712648
698,7,42-61,1,0.01974907401062308
699,7,42-61,1,0.1856412958905606
700,7,42-61,1,0.0276487036473325
701,7,42-61,1,0.05134759248848288
702,7,42-61,1,0.08294611092576742
703,7,42-61,1,0.003949814802124617
704,7,42-61,1,0.0592472220927321
705,7,42-61,1,0.04344796288017611
706,7,42-61,1,0.003949814810239662
707,7,42-61,1,0.13824351822449
708,7,42-61,1,0.003949814802124617
709,7,42-61,1,0.05134759246819525
710,7,42-61,1,0.02764870361487232
711,7,42-61,1,0.003949814810239662
712,7,42-61,1,0.0987453701545535
713,7,42-61,1,0.5648235172475282
714,7,42-61,1,0.06714685171321141
715,7,42-61,1,0.04344796284365841
716,7,42-61,1,0.003949814802124617
717,7,42-61,1,0.003949814802124617
718,7,42-61,1,0.01184944440637385
719,7,42-61,1,0.003949814810239662
720,7,42-61,1,0.2567379623693789
721,7,42-61,1,0.1145446293671095
722,7,42-61,1,0.003949814810239662
723,7,42-61,1,0.003949814802124617
724,7,42-61,1,0.06714685168480877
725,7,42-61,1,0.05924722208867458
726,7,42-61,1,0.1856412958540429
727,7,42-61,1,0.2251394439239793
728,7,42-61,1,0.06714685168886629
729,7,42-61,1,0.003949814810239662
730,7,42-61,1,0.05134759247225277
731,7,42-61,1,0.003949814802124617
732,7,42-61,1,0.3515335177096352
733,7,42-61,1,0.1303438886161832
734,7,42-61,1,0.1382435182123174
735,7,42-61,1,0.003949814810239662
