cluster,ID_OLIVO,Variedad,cluster_id,proporcion
53,416,30-65,1,0.002593966347692218
54,416,30-65,1,0.002593966461346739
55,416,30-65,1,0.002593966347692218
56,416,30-65,1,0.002593966466972219
57,416,30-65,1,0.002593966347692218
58,416,30-65,1,0.002593966466972219
59,416,30-65,1,0.002593966347692218
60,416,30-65,1,0.002593966461346739
61,416,30-65,1,0.002593966461346739
62,416,30-65,1,0.002593966461346739
63,416,30-65,1,0.002593966461346739
64,416,30-65,1,0.007781899270385697
65,416,30-65,1,0.002593966347692218
66,416,30-65,1,0.002593966461346739
67,416,30-65,1,0.002593966461346739
68,416,30-65,1,0.01815776500211813
69,416,30-65,1,0.002593966461346739
70,418,39-14,1,0.001859392664448117
71,418,39-14,1,0.001859392741884899
72,418,39-14,1,0.001859392660415691
73,418,39-14,1,0.001859392741884899
74,418,39-14,1,0.001859392741884899
75,418,39-14,1,0.001859392741884899
76,418,39-14,1,0.001859392741884899
77,418,39-14,1,0.001859392660415691
78,418,39-14,1,0.009296963505751477
79,418,39-14,1,0.01301574919319429
80,418,39-14,1,0.001859392741884899
81,418,39-14,1,0.001859392741884899
82,418,39-14,1,0.001859392664448117
83,419,39-14,1,0.00418200052938154
84,419,39-14,1,0.004182000721685125
85,419,39-14,1,0.004182000712615709
86,419,39-14,1,0.004182000721685125
87,419,39-14,1,0.004182000712615709
88,419,39-14,1,0.004182000712615709
89,419,39-14,1,0.004182000712615709
90,419,39-14,1,0.004182000712615709
91,419,39-14,1,0.004182000712615709
92,419,39-14,1,0.00418200052938154
93,419,39-14,1,0.004182000721685125
94,419,39-14,1,0.004182000721685125
95,419,39-14,1,0.004182000712615709
96,419,39-14,1,0.004182000721685125
97,419,39-14,1,0.00418200052938154
98,419,39-14,1,0.004182000712615709
99,419,39-14,1,0.004182000712615709
100,419,39-14,1,0.00418200052938154
101,419,39-14,1,0.004182000712615709
102,419,39-14,1,0.004182000712615709
103,419,39-14,1,0.00418200052938154
104,419,39-14,1,0.004182000712615709
105,419,39-14,1,0.004182000712615709
106,419,39-14,1,0.00418200052938154
107,419,39-14,1,0.004182000712615709
108,419,39-14,1,0.004182000712615709
109,419,39-14,1,0.004182000712615709
110,419,39-14,1,0.004182000712615709
111,420,39-14,1,0.01106439490565062
112,420,39-14,1,0.002212878978730613
113,420,39-14,1,0.002212878881773422
114,420,39-14,1,0.002212878978730613
115,420,39-14,1,0.002212878978730613
116,420,39-14,1,0.002212878978730613
117,420,39-14,1,0.01549015256024272
118,420,39-14,1,0.002212878978730613
119,420,39-14,1,0.002212878978730613
120,420,39-14,1,0.002212878983529636
121,420,39-14,1,0.002212878978730613
122,420,39-14,1,0.002212878881773422
123,420,39-14,1,0.002212878978730613
124,420,39-14,1,0.006638636936191838
125,420,39-14,1,0.002212878983529636
126,420,39-14,1,0.05089621612248697
127,420,39-14,1,0.002212878978730613
128,420,39-14,1,0.002212878886572445
129,420,39-14,1,0.002212878978730613
130,420,39-14,1,0.002212878978730613
131,420,39-14,1,0.002212878978730613
132,420,39-14,1,0.002212878978730613
133,420,39-14,1,0.002212878978730613
134,420,39-14,1,0.002212878881773422
135,420,39-14,1,0.002212878978730613
136,420,39-14,1,0.002212878978730613
137,420,39-14,1,0.02876742634766676
138,420,39-14,1,0.002212878886572445
139,420,39-14,1,0.01106439489365306
140,420,39-14,1,0.002212878983529636
141,420,39-14,1,0.002212878886572445
142,420,39-14,1,0.002212878978730613
143,420,39-14,1,0.002212878978730613
144,420,39-14,1,0.02876742635726481
145,420,39-14,1,0.002212878978730613
146,420,39-14,1,0.002212878886572445
147,420,39-14,1,0.002212878978730613
148,420,39-14,1,0.002212878978730613
149,420,39-14,1,0.002212878983529636
150,420,39-14,1,0.002212878881773422
151,420,39-14,1,0.002212878978730613
152,420,39-14,1,0.002212878978730613
153,420,39-14,1,0.002212878978730613
154,420,39-14,1,0.002212878978730613
155,420,39-14,1,0.002212878978730613
156,420,39-14,1,0.002212878978730613
157,420,39-14,1,0.002212878881773422
158,420,39-14,1,0.002212878886572445
159,420,39-14,1,0.002212878978730613
160,420,39-14,1,0.002212878983529636
161,420,39-14,1,0.002212878978730613
162,421,PI,1,0.002825896551704692
163,421,PI,1,0.002825896545576231
164,421,PI,1,0.002825896421759704
165,421,PI,1,0.002825896545576231
166,421,PI,1,0.002825896421759704
167,421,PI,1,0.002825896545576231
168,421,PI,1,0.002825896551704692
169,421,PI,1,0.002825896551704692
170,421,PI,1,0.01978127569521709
171,421,PI,1,0.002825896545576231
172,421,PI,1,0.002825896545576231
173,421,PI,1,0.002825896551704692
174,421,PI,1,0.002825896545576231
175,421,PI,1,0.002825896545576231
176,421,PI,1,0.002825896421759704
177,421,PI,1,0.002825896421759704
178,421,PI,1,0.002825896551704692
179,421,PI,1,0.002825896551704692
180,421,PI,1,0.002825896545576231
181,421,PI,1,0.002825896421759704
182,421,PI,1,0.002825896545576231
183,421,PI,1,0.002825896545576231
184,421,PI,1,0.002825896545576231
185,422,PI,1,0.008249237037546153
186,422,PI,1,0.0302472023286571
187,422,PI,1,0.002749745683157594
188,422,PI,1,0.008249236676106213
189,422,PI,1,0.01374872828338137
190,422,PI,1,0.02474771097426853
191,422,PI,1,0.01374872826549142
192,422,PI,1,0.00274974567719428
193,422,PI,1,0.00274974567719428
194,422,PI,1,0.002749745556714299
195,422,PI,1,0.002749745683157594
196,422,PI,1,0.0302472024551004
197,422,PI,1,0.002749745683157594
198,422,PI,1,0.00274974567719428
199,422,PI,1,0.008249237043509468
200,422,PI,1,0.002749745683157594
201,422,PI,1,0.00274974567719428
202,422,PI,1,0.02474771075119852
203,422,PI,1,0.00274974567719428
204,422,PI,1,0.002749745683157594
205,422,PI,1,0.00274974567719428
206,422,PI,1,0.03024720208769714
207,422,PI,1,0.00274974567719428
208,422,PI,1,0.00274974567719428
209,422,PI,1,0.01374872814501144
210,422,PI,1,0.00274974567719428
211,422,PI,1,0.002749745556714299
212,422,PI,1,0.002749745562677613
213,422,PI,1,0.00274974567719428
214,422,PI,1,0.01924821914392337
215,422,PI,1,0.00274974567719428
216,422,PI,1,0.01924821977017653
217,422,PI,1,0.002749745556714299
218,422,PI,1,0.00274974567719428
219,422,PI,1,0.00274974567719428
220,422,PI,1,0.002749745556714299
221,422,PI,1,0.00274974567719428
222,422,PI,1,0.01924821943916001
223,422,PI,1,0.01924821974035995
224,422,PI,1,0.002749745556714299
225,423,PI,1,0.003152386396226382
226,423,PI,1,0.01576193180882768
227,423,PI,1,0.003152386396226382
228,423,PI,1,0.003152386251268204
229,423,PI,1,0.003152386389389869
230,423,PI,1,0.003152386389389869
231,423,PI,1,0.003152386396226382
232,423,PI,1,0.003152386389389869
233,423,PI,1,0.003152386389389869
234,423,PI,1,0.003152386389389869
235,423,PI,1,0.003152386251268204
236,423,PI,1,0.003152386251268204
237,423,PI,1,0.003152386389389869
238,423,PI,1,0.003152386258104717
239,423,PI,1,0.003152386389389869
240,423,PI,1,0.003152386389389869
241,423,PI,1,0.003152386389389869
242,423,PI,1,0.009457158891926278
243,423,PI,1,0.003152386389389869
244,423,PI,1,0.01576193146352352
245,423,PI,1,0.003152386396226382
246,423,PI,1,0.003152386251268204
247,423,PI,1,0.003152386389389869
248,423,PI,1,0.003152386251268204
249,423,PI,1,0.003152386389389869
250,423,PI,1,0.003152386251268204
251,423,PI,1,0.02206670473256559
252,423,PI,1,0.003152386389389869
253,423,PI,1,0.003152386396226382
254,423,PI,1,0.003152386251268204
255,423,PI,1,0.003152386251268204
256,423,PI,1,0.02206670473256559
257,423,PI,1,0.003152386251268204
258,423,PI,1,0.003152386396226382
259,423,PI,1,0.003152386389389869
260,423,PI,1,0.003152386258104717
261,423,PI,1,0.003152386251268204
262,423,PI,1,0.003152386258104717
263,423,PI,1,0.003152386389389869
264,423,PI,1,0.003152386396226382
265,423,PI,1,0.003152386389389869
266,423,PI,1,0.003152386389389869
267,423,PI,1,0.02837147706210208
268,423,PI,1,0.003152386389389869
269,424,PI,1,0.002086027720922547
270,424,PI,1,0.002086027807797836
271,424,PI,1,0.002086027807797836
272,424,PI,1,0.02294630581247268
273,424,PI,1,0.002086027807797836
274,424,PI,1,0.00208602781232176
275,424,PI,1,0.002086027807797836
276,424,PI,1,0.002086027720922547
277,424,PI,1,0.002086027716398624
278,424,PI,1,0.002086027807797836
279,424,PI,1,0.002086027807797836
280,424,PI,1,0.00208602781232176
281,424,PI,1,0.002086027807797836
282,424,PI,1,0.002086027720922547
283,424,PI,1,0.02294630552017935
284,424,PI,1,0.002086027807797836
285,424,PI,1,0.002086027716398624
286,424,PI,1,0.02294630589030013
287,424,PI,1,0.002086027720922547
288,424,PI,1,0.002086027807797836
289,424,PI,1,0.002086027807797836
290,424,PI,1,0.002086027807797836
291,424,PI,1,0.002086027807797836
292,424,PI,1,0.002086027720922547
293,424,PI,1,0.002086027807797836
294,424,PI,1,0.002086027807797836
295,424,PI,1,0.002086027807797836
296,401,36-41,2,0.002197560735582489
297,401,36-41,2,0.2966706961553611
298,401,36-41,2,0.01098780365408343
299,401,36-41,2,0.1252609597808716
300,401,36-41,2,0.002197560634530664
301,401,36-41,2,0.07251950324750854
302,401,36-41,2,0.002197560730816687
303,401,36-41,2,0.2351389958688707
304,401,36-41,2,0.002197560735582489
305,401,36-41,2,0.03296341035068855
306,401,36-41,2,0.02417316806757837
307,401,36-41,2,0.01098780355779741
308,401,36-41,2,0.006592682201981664
309,401,36-41,2,0.002197560730816687
310,401,36-41,2,0.002197560639296467
311,401,36-41,2,0.002197560639296467
312,401,36-41,2,0.002197560634530664
313,401,36-41,2,0.002197560730816687
314,401,36-41,2,0.002197560735582489
315,401,36-41,2,0.02856828950061693
316,401,36-41,2,0.01538292504325979
317,401,36-41,2,0.02417316765383946
318,401,36-41,2,0.006592682192450059
319,401,36-41,2,0.01098780346151139
320,401,36-41,2,0.01538292512524841
321,401,36-41,2,0.2043731454663111
322,401,36-41,2,0.002197560730816687
323,401,36-41,2,0.006592681999878015
324,401,36-41,2,0.002197560735582489
325,401,36-41,2,0.01538292513001422
326,401,36-41,2,0.04175365354803098
327,401,36-41,2,0.03296341076967825
328,401,36-41,2,0.002197560730816687
329,401,36-41,2,0.08570486760143095
330,401,36-41,2,0.002197560634530664
331,401,36-41,2,0.02417316761761096
332,401,36-41,2,0.08130974645010178
333,401,36-41,2,0.03735853197819708
334,401,36-41,2,0.002197560634530664
335,401,36-41,2,0.02417316775012548
336,401,36-41,2,0.002197560730816687
337,401,36-41,2,0.02417316768243428
338,401,36-41,2,0.006592682014175423
339,401,36-41,2,0.02856828909115884
340,401,36-41,2,0.01538292511571681
341,401,36-41,2,0.002197560730816687
342,401,36-41,2,0.006592682110461445
343,401,36-41,2,0.002197560730816687
344,401,36-41,2,0.002197560634530664
345,401,36-41,2,0.002197560639296467
346,401,36-41,2,0.01538292477871573
347,401,36-41,2,0.002197560634530664
348,401,36-41,2,0.002197560730816687
349,401,36-41,2,0.002197560730816687
350,401,36-41,2,0.02856828914168475
351,401,36-41,2,0.08130974579754574
352,401,36-41,2,0.01098780365884923
353,401,36-41,2,0.06812438212049338
354,401,36-41,2,0.02417316698936891
355,401,36-41,2,0.01977804658688179
356,401,36-41,2,0.03735853201204268
357,401,36-41,2,0.006592682192450059
358,401,36-41,2,0.006592682192450059
359,401,36-41,2,0.002197560735582489
360,401,36-41,2,0.03735853204350539
361,401,36-41,2,0.01098780346151139
362,401,36-41,2,0.002197560730816687
363,401,36-41,2,0.002197560730816687
364,401,36-41,2,0.006592682201981664
365,401,36-41,2,0.09889023190195956
366,401,36-41,2,0.002197560735582489
367,401,36-41,2,0.002197560634530664
368,401,36-41,2,0.01098780341336838
369,401,36-41,2,0.002197560634530664
370,401,36-41,2,0.002197560730816687
371,401,36-41,2,0.02856828950538273
372,401,36-41,2,0.002197560730816687
373,401,36-41,2,0.01538292502419658
374,401,36-41,2,0.002197560730816687
375,401,36-41,2,0.002197560730816687
376,401,36-41,2,0.002197560639296467
377,401,36-41,2,0.305460938977576
378,401,36-41,2,0.002197560730816687
379,401,36-41,2,0.002197560730816687
380,401,36-41,2,0.05493901760118081
381,401,36-41,2,0.04614877488716642
382,401,36-41,2,0.002197560634530664
383,401,36-41,2,0.002197560730816687
384,401,36-41,2,0.002197560730816687
385,401,36-41,2,0.006592682192450059
386,401,36-41,2,0.002197560735582489
387,401,36-41,2,0.002197560730816687
388,401,36-41,2,0.002197560730816687
389,401,36-41,2,0.006592681999878015
390,401,36-41,2,0.002197560735582489
391,401,36-41,2,0.006592682096164036
392,401,36-41,2,0.002197560634530664
393,401,36-41,2,0.002197560730816687
394,401,36-41,2,0.2175585095814165
395,401,36-41,2,0.04175365342076724
396,401,36-41,2,0.02417316765383946
397,401,36-41,2,0.03296341072630104
398,401,36-41,2,0.006592682192450059
399,401,36-41,2,0.01098780366361504
400,401,36-41,2,0.002197560730816687
401,401,36-41,2,0.002197560735582489
402,401,36-41,2,0.06812438130682796
403,401,36-41,2,0.006592681999878015
404,401,36-41,2,0.002197560730816687
405,401,36-41,2,0.002197560730816687
406,401,36-41,2,0.01098780366361504
407,402,36-41,2,0.04269854871307923
408,402,36-41,2,0.003881686245112996
409,402,36-41,2,0.003881686253531127
410,402,36-41,2,0.01940843122556498
411,402,36-41,2,0.003881686253531127
412,402,36-41,2,0.003881686245112996
413,402,36-41,2,0.003881686245112996
414,402,36-41,2,0.01164505856526309
415,402,36-41,2,0.003881686083455222
416,402,36-41,2,0.1591491343269718
417,402,36-41,2,0.0349351756107513
418,402,36-41,2,0.01940843088541317
419,402,36-41,2,0.06598866523150347
420,402,36-41,2,0.003881686245112996
421,402,36-41,2,0.04269854835609117
422,402,36-41,2,0.003881686253531127
423,402,36-41,2,0.08927878303305849
424,402,36-41,2,0.03493517586586516
425,402,36-41,2,0.01164505873533899
426,402,36-41,2,0.02717180371579097
427,402,36-41,2,0.01940843071533727
428,402,36-41,2,0.003881686245112996
429,402,36-41,2,0.03493517493044769
430,402,36-41,2,0.02717180343456608
431,402,36-41,2,0.09704215493729358
432,402,36-41,2,0.01940843122556498
433,402,36-41,2,0.003881686075037093
434,402,36-41,2,0.07375203809134473
435,402,36-41,2,0.01164505875217525
436,402,36-41,2,0.003881686245112996
437,402,36-41,2,0.05822529325992331
438,402,36-41,2,0.252309601759563
439,402,36-41,2,0.02717180337563917
440,402,36-41,2,0.003881686245112996
441,402,36-41,2,0.003881686253531127
442,402,36-41,2,0.01940843039202172
443,402,36-41,2,0.1125689002789427
444,402,36-41,2,0.01164505873533899
445,402,36-41,2,0.08151541017742628
446,402,36-41,2,0.003881686075037093
447,402,36-41,2,0.003881686245112996
448,402,36-41,2,0.003881686083455222
449,402,36-41,2,0.02717180329060122
450,402,36-41,2,0.08151541043254015
451,402,36-41,2,0.1125688999598362
452,402,36-41,2,0.003881686253531127
453,402,36-41,2,0.01164505873533899
454,402,36-41,2,0.003881686075037093
455,402,36-41,2,0.003881686075037093
456,402,36-41,2,0.03493517606961359
457,402,36-41,2,0.01940843039202172
458,402,36-41,2,0.003881686245112996
459,402,36-41,2,0.0426985487046611
460,402,36-41,2,0.003881686245112996
461,402,36-41,2,0.003881686245112996
462,402,36-41,2,0.003881686245112996
463,402,36-41,2,0.205729368753891
464,402,36-41,2,0.02717180354571507
465,402,36-41,2,0.2988898361149278
466,402,36-41,2,0.003881686075037093
467,402,36-41,2,0.1048055277499785
468,402,36-41,2,0.07375203802314304
469,402,36-41,2,0.003881686245112996
470,402,36-41,2,0.003881686245112996
471,402,36-41,2,0.003881686245112996
472,402,36-41,2,0.01164505856526309
473,402,36-41,2,0.003881686075037093
474,402,36-41,2,0.003881686245112996
475,402,36-41,2,0.08151541061945232
476,402,36-41,2,0.003881686245112996
477,402,36-41,2,0.01164505873533899
478,402,36-41,2,0.02717180331585561
479,402,36-41,2,0.0271718037242091
480,402,36-41,2,0.003881686245112996
481,402,36-41,2,0.08151541004187955
482,402,36-41,2,0.01164505824194754
483,402,36-41,2,0.01940843125502844
484,402,36-41,2,0.01164505839518718
485,402,36-41,2,0.003881686245112996
486,403,36-41,2,0.005428292078933761
487,403,36-41,2,0.01628487671248204
488,403,36-41,2,0.005428292316774139
489,403,36-41,2,0.02714146158387069
490,403,36-41,2,0.005428292090705981
491,403,36-41,2,0.8413852993143132
492,403,36-41,2,0.005428292078933761
493,403,36-41,2,0.0705677995999823
494,403,36-41,2,0.1248507225357694
495,403,36-41,2,0.03799804574173821
496,403,36-41,2,0.02714146135780253
497,403,36-41,2,0.01628487697386686
498,403,36-41,2,0.01628487650995832
499,403,36-41,2,0.01628487695032241
500,403,36-41,2,0.01628487626034572
501,403,36-41,2,0.3094126594681143
502,403,36-41,2,0.005428292316774139
503,403,36-41,2,0.2334165661125434
504,403,36-41,2,0.9608077272997663
505,403,36-41,2,0.1791336446815159
506,403,36-41,2,0.005428292316774139
507,403,36-41,2,0.1031375527812199
508,403,36-41,2,0.005428292316774139
509,403,36-41,2,0.01628487623680128
510,403,36-41,2,0.005428292090705981
511,403,36-41,2,0.005428292316774139
512,403,36-41,2,0.00542829232854636
513,403,36-41,2,0.4179785032815308
514,403,36-41,2,0.005428292090705981
515,403,36-41,2,0.1899902292726635
516,403,36-41,2,0.005428292316774139
517,403,36-41,2,0.1139941371710417
518,403,36-41,2,0.08142438370487481
519,403,36-41,2,0.1682770596252619
520,403,36-41,2,0.005428292078933761
521,403,36-41,2,0.03799804621741897
522,403,36-41,2,0.03799804562281803
523,403,36-41,2,0.02714146090566623
524,403,36-41,2,0.1139941374983717
525,403,36-41,2,0.00542829232854636
526,403,36-41,2,0.02714146160741514
527,403,36-41,2,0.04885462995258073
528,403,36-41,2,0.5156877652695924
529,403,36-41,2,0.005428292316774139
530,403,36-41,2,0.00542829232854636
531,403,36-41,2,0.005428292316774139
532,403,36-41,2,0.005428292078933761
533,403,36-41,2,0.0162848767477987
534,403,36-41,2,0.01628487696209464
535,403,36-41,2,0.005428292316774139
536,403,36-41,2,0.08142438427593134
537,403,36-41,2,0.005428292316774139
538,403,36-41,2,0.00542829232854636
539,403,36-41,2,0.005428292316774139
540,403,36-41,2,0.2334165681047561
541,403,36-41,2,0.1031375536607501
542,403,36-41,2,0.005428292316774139
543,403,36-41,2,0.07056779896417857
544,403,36-41,2,0.01628487671248204
545,403,36-41,2,0.1139941375984356
546,403,36-41,2,0.005428292316774139
547,403,36-41,2,0.1031375532981034
548,403,36-41,2,0.01628487695032241
549,403,36-41,2,0.00542829232854636
550,403,36-41,2,0.05971121444955049
551,403,36-41,2,0.02714146158387069
552,403,36-41,2,0.2768429051753922
553,403,36-41,2,0.05971121500883477
554,403,36-41,2,0.03799804538497766
555,403,36-41,2,0.005428292090705981
556,403,36-41,2,0.005428292316774139
557,403,36-41,2,0.00542829232854636
558,403,36-41,2,0.00542829232854636
559,403,36-41,2,0.005428292316774139
560,403,36-41,2,0.2551297366924501
561,403,36-41,2,0.005428292078933761
562,403,36-41,2,0.1248507214537155
563,403,36-41,2,0.005428292316774139
564,403,36-41,2,0.09228096819595845
565,403,36-41,2,0.1791336446450013
566,403,36-41,2,0.005428292316774139
567,403,36-41,2,0.00542829232854636
568,404,36-41,2,0.01815079702939534
569,404,36-41,2,0.06171270892593092
570,404,36-41,2,0.003630159401942743
571,404,36-41,2,0.003630159401942743
572,404,36-41,2,0.003630159401942743
573,404,36-41,2,0.1052746211925504
574,404,36-41,2,0.01815079700971371
575,404,36-41,2,0.003630159401942743
576,404,36-41,2,0.03993175286467673
577,404,36-41,2,0.003630159242887476
578,404,36-41,2,0.003630159401942743
579,404,36-41,2,0.003630159401942743
580,404,36-41,2,0.1343158965710839
581,404,36-41,2,0.003630159242887476
582,404,36-41,2,0.003630159401942743
583,404,36-41,2,0.01815079700971371
584,404,36-41,2,0.1706174901928732
585,404,36-41,2,0.003630159401942743
586,404,36-41,2,0.01089047820582823
587,404,36-41,2,0.03267143408440919
588,404,36-41,2,0.02541111581359919
589,404,36-41,2,0.1560968522189547
590,404,36-41,2,0.003630159242887476
591,404,36-41,2,0.003630159401942743
592,404,36-41,2,0.07623334657386628
593,404,36-41,2,0.3448651389837391
594,404,36-41,2,0.03993175346073342
595,404,36-41,2,0.003630159401942743
596,404,36-41,2,0.2432206783939186
597,404,36-41,2,0.03993175286467674
598,404,36-41,2,0.1633571715275602
599,404,36-41,2,0.003630159401942743
600,404,36-41,2,0.1125349397499804
601,404,36-41,2,0.003630159401942743
602,404,36-41,2,0.1415762146434754
603,404,36-41,2,0.003630159242887476
604,404,36-41,2,0.003630159401942743
605,404,36-41,2,0.003630159401942743
606,404,36-41,2,0.1125349403822651
607,404,36-41,2,0.1125349400515444
608,404,36-41,2,0.03267143400488157
609,404,36-41,2,0.0471920714732789
610,404,36-41,2,0.003630159242887476
611,404,36-41,2,0.003630159409815392
612,404,36-41,2,0.003630159401942743
613,404,36-41,2,0.003630159401942743
614,404,36-41,2,0.3521254590403849
615,404,36-41,2,0.01089047822157353
616,404,36-41,2,0.003630159242887476
617,404,36-41,2,0.003630159401942743
618,404,36-41,2,0.1488365341631096
619,404,36-41,2,0.01089047820582823
620,404,36-41,2,0.03993175291191264
621,404,36-41,2,0.003630159401942743
622,404,36-41,2,0.003630159409815392
623,404,36-41,2,0.003630159401942743
624,404,36-41,2,0.003630159242887476
625,404,36-41,2,0.003630159242887476
626,404,36-41,2,0.003630159409815392
627,404,36-41,2,0.003630159401942743
628,404,36-41,2,0.06171270895822266
629,404,36-41,2,0.01089047822944618
630,404,36-41,2,0.003630159401942743
631,404,36-41,2,0.003630159401942743
632,404,36-41,2,0.003630159401942743
633,404,36-41,2,0.06171270875113036
634,404,36-41,2,0.003630159242887476
635,404,36-41,2,0.003630159242887476
636,404,36-41,2,0.003630159242887476
637,404,36-41,2,0.01089047820582823
638,404,36-41,2,0.003630159409815392
639,404,36-41,2,0.09075398416115447
640,404,36-41,2,0.003630159409815392
641,404,36-41,2,0.01815079703726798
642,404,36-41,2,0.0108904778877177
643,404,36-41,2,0.1270555778742803
644,404,36-41,2,0.06171270898577694
645,404,36-41,2,0.03267143429937415
646,404,36-41,2,0.003630159409815392
647,404,36-41,2,0.076233346486466
648,404,36-41,2,0.02541111584115347
649,404,36-41,2,0.05445239039292008
650,404,36-41,2,0.003630159242887476
651,404,36-41,2,0.01815079702939534
652,404,36-41,2,0.03993175286467674
653,404,36-41,2,0.01815079685065845
654,404,36-41,2,0.08349366629191898
655,404,36-41,2,0.003630159401942743
656,404,36-41,2,0.02541111529626901
657,404,36-41,2,0.03267143421984652
658,405,AR,2,0.00777041035911422
659,405,AR,2,0.2253418976524045
660,405,AR,2,0.002590136672884682
661,405,AR,2,0.01813095722088304
662,405,AR,2,0.00259013679198858
663,405,AR,2,0.002590136786371406
664,405,AR,2,0.02849150421018151
665,405,AR,2,0.002590136786371406
666,405,AR,2,0.002590136786371406
667,405,AR,2,0.00259013679198858
668,405,AR,2,0.0284915040966948
669,405,AR,2,0.00259013679198858
670,405,AR,2,0.002590136786371406
671,405,AR,2,0.002590136786371406
672,405,AR,2,0.002590136786371406
673,405,AR,2,0.002590136786371406
674,405,AR,2,0.03885205139217877
675,405,AR,2,0.002590136786371406
676,405,AR,2,0.1010153334341738
677,405,AR,2,0.02849150442311203
678,405,AR,2,0.00259013679198858
679,405,AR,2,0.01813095743043334
680,405,AR,2,0.002590136786371406
681,405,AR,2,0.002590136786371406
682,405,AR,2,0.01813095722088304
683,405,AR,2,0.02331123107734266
684,405,AR,2,0.02849150419613857
685,405,AR,2,0.01295068355431361
686,405,AR,2,0.02849150431524247
687,405,AR,2,0.1061956075029923
688,405,AR,2,0.002590136786371406
689,405,AR,2,0.05439287150027317
690,405,AR,2,0.00259013679198858
691,405,AR,2,0.002590136678501856
692,405,AR,2,0.0181309572776264
693,405,AR,2,0.05439287192894277
694,405,AR,2,0.002590136672884682
695,405,AR,2,0.002590136678501856
696,405,AR,2,0.0284915042129901
697,405,AR,2,0.002590136786371406
698,405,AR,2,0.00259013679198858
699,405,AR,2,0.00259013679198858
700,405,AR,2,0.002590136786371406
701,405,AR,2,0.03367177756718522
702,405,AR,2,0.05439287193455994
703,405,AR,2,0.002590136678501856
704,405,AR,2,0.00259013679198858
705,405,AR,2,0.002590136786371406
706,405,AR,2,0.002590136786371406
707,405,AR,2,0.06475341896936744
708,405,AR,2,0.02849150467817134
709,405,AR,2,0.01813095751021702
710,405,AR,2,0.002590136672884682
711,405,AR,2,0.002590136786371406
712,405,AR,2,0.007770410029888394
713,405,AR,2,0.03885205141521909
714,405,AR,2,0.007770410364731393
715,405,AR,2,0.01295068393185703
716,405,AR,2,0.0284915043096253
717,405,AR,2,0.02849150443434637
718,405,AR,2,0.06993369253649306
719,405,AR,2,0.06993369154377004
720,405,AR,2,0.002590136672884682
721,405,AR,2,0.1113758802757109
722,405,AR,2,0.002590136786371406
723,405,AR,2,0.002590136786371406
724,405,AR,2,0.0699336923634544
725,405,AR,2,0.00259013679198858
726,405,AR,2,0.002590136786371406
727,405,AR,2,0.00259013679198858
728,405,AR,2,0.01813095753268572
729,405,AR,2,0.00259013679198858
730,405,AR,2,0.01295068393185703
731,405,AR,2,0.002590136786371406
732,405,AR,2,0.002590136786371406
733,405,AR,2,0.002590136672884682
734,405,AR,2,0.002590136786371406
735,405,AR,2,0.00777041035911422
736,405,AR,2,0.002590136786371406
737,405,AR,2,0.002590136786371406
738,405,AR,2,0.00259013679198858
739,405,AR,2,0.002590136786371406
740,405,AR,2,0.01295068381837031
741,405,AR,2,0.002590136672884682
742,405,AR,2,0.00777041035911422
743,405,AR,2,0.02849150405680294
744,405,AR,2,0.04921259843036647
745,405,AR,2,0.002590136786371406
