ID_OLIVO,Variedad,Rango,0,10,20,30,40,50,60,70,80,90,100,110,120,125,130,135,140,145,150,155,160,170,180,190,200,210,217
408_1,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_10,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_11,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_12,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_13,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_14,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_15,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_16,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_17,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_18,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_19,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_2,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_20,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_21,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_22,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_23,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_24,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_25,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_26,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_27,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_28,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_29,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_3,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_30,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_31,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_4,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_5,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_6,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_7,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_8,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
408_9,AR,Rango 2 / Rango 1,13.796,13.243,12.046,12.359,11.036,11.157,12.407,11.469,11.181,12.359,11.253,9.642,9.425,10.844,11.349,13.585,12.094,11.493,11.229,12.311,10.531,10.171,12.671,9.594,10.171,11.974,10.459
