ID_OLIVO,Variedad,Rango,0,10,20,30,40,50,60,70,80,90,100,110,120,125,130,135,140,145,150,155,160,170,180,190,200,210,217
401_1,NO AR,Rango 3 / Rango 2,13.562,9.596,7.929,9.563,8.061,7.9,8.812,8.02,7.457,6.733,7.538,6.76,6.572,7.564,7.806,9.737,9.402,9.067,7.511,8.624,6.867,7.216,6.599,6.129,5.392,7.283,4.439
401_11,NO AR,Rango 3 / Rango 2,13.562,9.596,7.929,9.563,8.061,7.9,8.812,8.02,7.457,6.733,7.538,6.76,6.572,7.564,7.806,9.737,9.402,9.067,7.511,8.624,6.867,7.216,6.599,6.129,5.392,7.283,4.439
401_15,NO AR,Rango 3 / Rango 2,13.562,9.596,7.929,9.563,8.061,7.9,8.812,8.02,7.457,6.733,7.538,6.76,6.572,7.564,7.806,9.737,9.402,9.067,7.511,8.624,6.867,7.216,6.599,6.129,5.392,7.283,4.439
401_24,NO AR,Rango 3 / Rango 2,13.562,9.596,7.929,9.563,8.061,7.9,8.812,8.02,7.457,6.733,7.538,6.76,6.572,7.564,7.806,9.737,9.402,9.067,7.511,8.624,6.867,7.216,6.599,6.129,5.392,7.283,4.439
401_26,NO AR,Rango 3 / Rango 2,13.562,9.596,7.929,9.563,8.061,7.9,8.812,8.02,7.457,6.733,7.538,6.76,6.572,7.564,7.806,9.737,9.402,9.067,7.511,8.624,6.867,7.216,6.599,6.129,5.392,7.283,4.439
401_3,NO AR,Rango 3 / Rango 2,13.562,9.596,7.929,9.563,8.061,7.9,8.812,8.02,7.457,6.733,7.538,6.76,6.572,7.564,7.806,9.737,9.402,9.067,7.511,8.624,6.867,7.216,6.599,6.129,5.392,7.283,4.439
401_31,NO AR,Rango 3 / Rango 2,13.562,9.596,7.929,9.563,8.061,7.9,8.812,8.02,7.457,6.733,7.538,6.76,6.572,7.564,7.806,9.737,9.402,9.067,7.511,8.624,6.867,7.216,6.599,6.129,5.392,7.283,4.439
401_5,NO AR,Rango 3 / Rango 2,13.562,9.596,7.929,9.563,8.061,7.9,8.812,8.02,7.457,6.733,7.538,6.76,6.572,7.564,7.806,9.737,9.402,9.067,7.511,8.624,6.867,7.216,6.599,6.129,5.392,7.283,4.439
401_7,NO AR,Rango 3 / Rango 2,13.562,9.596,7.929,9.563,8.061,7.9,8.812,8.02,7.457,6.733,7.538,6.76,6.572,7.564,7.806,9.737,9.402,9.067,7.511,8.624,6.867,7.216,6.599,6.129,5.392,7.283,4.439
402_11,NO AR,Rango 3 / Rango 2,8.063,6.451,4.062,4.728,4.14,4.594,5.529,4.995,4.915,5.369,4.728,4.781,5.475,3.846,4.968,5.235,1.576,1.202,1.683,1.843,1.763,1.603,2.217,1.709,2.804,3.766,2.885
402_21,NO AR,Rango 3 / Rango 2,8.063,6.451,4.062,4.728,4.14,4.594,5.529,4.995,4.915,5.369,4.728,4.781,5.475,3.846,4.968,5.235,1.576,1.202,1.683,1.843,1.763,1.603,2.217,1.709,2.804,3.766,2.885
402_23,NO AR,Rango 3 / Rango 2,8.063,6.451,4.062,4.728,4.14,4.594,5.529,4.995,4.915,5.369,4.728,4.781,5.475,3.846,4.968,5.235,1.576,1.202,1.683,1.843,1.763,1.603,2.217,1.709,2.804,3.766,2.885
402_28,NO AR,Rango 3 / Rango 2,8.063,6.451,4.062,4.728,4.14,4.594,5.529,4.995,4.915,5.369,4.728,4.781,5.475,3.846,4.968,5.235,1.576,1.202,1.683,1.843,1.763,1.603,2.217,1.709,2.804,3.766,2.885
402_35,NO AR,Rango 3 / Rango 2,8.063,6.451,4.062,4.728,4.14,4.594,5.529,4.995,4.915,5.369,4.728,4.781,5.475,3.846,4.968,5.235,1.576,1.202,1.683,1.843,1.763,1.603,2.217,1.709,2.804,3.766,2.885
402_5,NO AR,Rango 3 / Rango 2,8.063,6.451,4.062,4.728,4.14,4.594,5.529,4.995,4.915,5.369,4.728,4.781,5.475,3.846,4.968,5.235,1.576,1.202,1.683,1.843,1.763,1.603,2.217,1.709,2.804,3.766,2.885
402_7,NO AR,Rango 3 / Rango 2,8.063,6.451,4.062,4.728,4.14,4.594,5.529,4.995,4.915,5.369,4.728,4.781,5.475,3.846,4.968,5.235,1.576,1.202,1.683,1.843,1.763,1.603,2.217,1.709,2.804,3.766,2.885
402_9,NO AR,Rango 3 / Rango 2,8.063,6.451,4.062,4.728,4.14,4.594,5.529,4.995,4.915,5.369,4.728,4.781,5.475,3.846,4.968,5.235,1.576,1.202,1.683,1.843,1.763,1.603,2.217,1.709,2.804,3.766,2.885
403_14,NO AR,Rango 3 / Rango 2,10.115,14.8,14.3,14.7,15.6,15.8,18.2,17.45,18.95,19.35,17.3,17.65,17.6,17.4,19.3,22.45,7.45,0.6,0.1,0.5,0.15,0.25,0.75,0.55,2.2,1.65,1.95
