ID_OLIVO,Variedad,Rango,Tipo,0,10,20,30,40,50,60,70,80,90,100,110,120,125,130,135,140,145,150,155,160,170,180,190,200,210,217
407_indv_1,AR,Rango -2 / Rango -3,Individual,10.161,11.901,15.799,15.566,13.245,13.388,11.929,12.383,13.305,13.652,13.568,16.106,16.499,13.077,10.888,10.158,11.127,10.481,10.852,11.594,10.481,10.529,9.428,10.601,11.103,9.643,10.78
407_indv_10,AR,Rango -2 / Rango -3,Individual,10.161,11.901,15.799,15.566,13.245,13.388,11.929,12.383,13.305,13.652,13.568,16.106,16.499,13.077,10.888,10.158,11.127,10.481,10.852,11.594,10.481,10.529,9.428,10.601,11.103,9.643,10.78
407_indv_11,AR,Rango -2 / Rango -3,Individual,10.161,11.901,15.799,15.566,13.245,13.388,11.929,12.383,13.305,13.652,13.568,16.106,16.499,13.077,10.888,10.158,11.127,10.481,10.852,11.594,10.481,10.529,9.428,10.601,11.103,9.643,10.78
407_indv_12,AR,Rango -2 / Rango -3,Individual,10.161,11.901,15.799,15.566,13.245,13.388,11.929,12.383,13.305,13.652,13.568,16.106,16.499,13.077,10.888,10.158,11.127,10.481,10.852,11.594,10.481,10.529,9.428,10.601,11.103,9.643,10.78
407_indv_13,AR,Rango -2 / Rango -3,Individual,10.161,11.901,15.799,15.566,13.245,13.388,11.929,12.383,13.305,13.652,13.568,16.106,16.499,13.077,10.888,10.158,11.127,10.481,10.852,11.594,10.481,10.529,9.428,10.601,11.103,9.643,10.78
407_indv_14,AR,Rango -2 / Rango -3,Individual,10.161,11.901,15.799,15.566,13.245,13.388,11.929,12.383,13.305,13.652,13.568,16.106,16.499,13.077,10.888,10.158,11.127,10.481,10.852,11.594,10.481,10.529,9.428,10.601,11.103,9.643,10.78
407_indv_15,AR,Rango -2 / Rango -3,Individual,10.161,11.901,15.799,15.566,13.245,13.388,11.929,12.383,13.305,13.652,13.568,16.106,16.499,13.077,10.888,10.158,11.127,10.481,10.852,11.594,10.481,10.529,9.428,10.601,11.103,9.643,10.78
407_indv_16,AR,Rango -2 / Rango -3,Individual,10.161,11.901,15.799,15.566,13.245,13.388,11.929,12.383,13.305,13.652,13.568,16.106,16.499,13.077,10.888,10.158,11.127,10.481,10.852,11.594,10.481,10.529,9.428,10.601,11.103,9.643,10.78
407_indv_17,AR,Rango -2 / Rango -3,Individual,10.161,11.901,15.799,15.566,13.245,13.388,11.929,12.383,13.305,13.652,13.568,16.106,16.499,13.077,10.888,10.158,11.127,10.481,10.852,11.594,10.481,10.529,9.428,10.601,11.103,9.643,10.78
407_indv_18,AR,Rango -2 / Rango -3,Individual,10.161,11.901,15.799,15.566,13.245,13.388,11.929,12.383,13.305,13.652,13.568,16.106,16.499,13.077,10.888,10.158,11.127,10.481,10.852,11.594,10.481,10.529,9.428,10.601,11.103,9.643,10.78
407_indv_2,AR,Rango -2 / Rango -3,Individual,10.161,11.901,15.799,15.566,13.245,13.388,11.929,12.383,13.305,13.652,13.568,16.106,16.499,13.077,10.888,10.158,11.127,10.481,10.852,11.594,10.481,10.529,9.428,10.601,11.103,9.643,10.78
407_indv_3,AR,Rango -2 / Rango -3,Individual,10.161,11.901,15.799,15.566,13.245,13.388,11.929,12.383,13.305,13.652,13.568,16.106,16.499,13.077,10.888,10.158,11.127,10.481,10.852,11.594,10.481,10.529,9.428,10.601,11.103,9.643,10.78
407_indv_4,AR,Rango -2 / Rango -3,Individual,10.161,11.901,15.799,15.566,13.245,13.388,11.929,12.383,13.305,13.652,13.568,16.106,16.499,13.077,10.888,10.158,11.127,10.481,10.852,11.594,10.481,10.529,9.428,10.601,11.103,9.643,10.78
407_indv_5,AR,Rango -2 / Rango -3,Individual,10.161,11.901,15.799,15.566,13.245,13.388,11.929,12.383,13.305,13.652,13.568,16.106,16.499,13.077,10.888,10.158,11.127,10.481,10.852,11.594,10.481,10.529,9.428,10.601,11.103,9.643,10.78
407_indv_6,AR,Rango -2 / Rango -3,Individual,10.161,11.901,15.799,15.566,13.245,13.388,11.929,12.383,13.305,13.652,13.568,16.106,16.499,13.077,10.888,10.158,11.127,10.481,10.852,11.594,10.481,10.529,9.428,10.601,11.103,9.643,10.78
407_indv_7,AR,Rango -2 / Rango -3,Individual,10.161,11.901,15.799,15.566,13.245,13.388,11.929,12.383,13.305,13.652,13.568,16.106,16.499,13.077,10.888,10.158,11.127,10.481,10.852,11.594,10.481,10.529,9.428,10.601,11.103,9.643,10.78
407_indv_8,AR,Rango -2 / Rango -3,Individual,10.161,11.901,15.799,15.566,13.245,13.388,11.929,12.383,13.305,13.652,13.568,16.106,16.499,13.077,10.888,10.158,11.127,10.481,10.852,11.594,10.481,10.529,9.428,10.601,11.103,9.643,10.78
407_indv_9,AR,Rango -2 / Rango -3,Individual,10.161,11.901,15.799,15.566,13.245,13.388,11.929,12.383,13.305,13.652,13.568,16.106,16.499,13.077,10.888,10.158,11.127,10.481,10.852,11.594,10.481,10.529,9.428,10.601,11.103,9.643,10.78
