ID_OLIVO,Variedad,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9
401,36-41,7.225634854246679,8.097439471860678,14.21273720840063,5.127393236652175,6.953327844011232,8.4900681804239,18.47254766268608,19.75386824055785,11.66698330116028
402,36-41,6.446121967219244,5.946566009374281,22.90926584323068,2.057430431869055,12.79973357013444,6.064979279909906,23.40142095575888,15.06808762122069,5.306394321282851
403,36-41,7.894188704702389,13.20037491597012,9.925015622671147,3.384711519900739,4.634451155241247,9.492814001949403,16.3403457628157,15.88210789648931,19.24599042025977
404,36-41,7.848877735272366,6.866025370802956,13.68325665587143,2.024954691450049,16.35647567222752,6.548863795690969,17.51010734645574,14.79855012334435,14.36288860888444
405,AR,5.202008129882412,5.675352614754808,12.21372221111339,2.973942146951489,14.5182883150714,12.92612956910624,11.6375806825936,28.81424814376577,6.038728186760681
406,AR,3.045170023177,3.563976765854751,21.91958494979874,0.4003834660896162,20.8086618130314,6.654260419106657,18.48530987877379,20.23910224238109,4.883550441786807
407,AR,2.484733243611799,4.848795113474687,23.59856657266389,4.417303543532443,15.57574871344735,6.439463193202425,20.36603649183159,15.93410611748344,6.335247010752113
408,AR,5.710947930268896,6.295060082908672,14.8898531381601,2.853805074381302,10.94459278815191,8.72830440442513,17.40654205518701,19.31909211934443,13.85180240717253
409,PI,7.462996268491029,8.339097152368643,18.00617881479711,3.933231887896548,8.002489972181404,8.290681052233687,19.43099552219131,14.80379951238741,11.73052981745238
410,PI,9.051338967727968,9.509671099186141,8.474820560062733,5.001297166991039,11.3026433361688,12.13282984303856,17.07935775490668,14.35819088807834,13.08985038383912
411,PI,10.69199064885712,6.235387691344584,16.50316951696057,1.694425026611482,8.623972619859217,8.766178991204784,17.80471932013598,17.1370724805032,12.54308370452252
412,PI,5.325987141879795,5.961529168133263,19.36349138032006,1.358078393184883,17.17413368346346,6.983712724248674,20.3204291714675,15.84022038230813,7.672417954993755
413,30-65,5.186690065702083,8.043217281168353,8.249453627119859,5.894665558387238,14.70434327661674,13.78705328224644,17.17302305653162,12.68507402981569,14.27647982241178
414,30-65,4.9194815427438,7.488871436236298,17.46530505380905,3.908091121235782,13.56376014665501,10.3561141590047,21.87090861484335,13.58667190741911,6.840796018052686
415,30-65,8.631227345993818,10.70641745359705,10.88053443124553,7.238291526329904,15.96546087549597,8.567266005236204,15.02736123932762,9.896240493681411,13.08720062909237
416,30-65,10.80603606634822,9.844190895454757,4.485339221068011,5.228806284213213,13.31861121162414,12.96282665029543,17.3230278473275,9.912894126391048,16.11826769727705
417,39-14,4.572106997283621,2.328455125317886,17.5760806368796,0.5669703429229961,17.68026749294365,4.157782518821914,20.37458809777126,21.92043031179789,10.82331847626089
418,39-14,5.049515343919643,5.25597508342998,11.90642824594361,1.315743429887597,15.68219197142158,9.960807645479301,15.59645869363996,24.59145466571376,10.64142492056416
419,39-14,8.452750186271997,5.09599151838297,21.2005810521105,1.90020022925536,5.578893641169737,4.966432414680431,15.92006595560685,23.69753838731315,13.1875466152089
420,39-14,6.528250374497818,4.751523057109758,22.97724077661992,1.259194360855033,13.1359644664253,3.90187249114298,23.46828582319711,15.03698118854359,8.940687461607904
421,PI,6.599229286068151,5.188931704664653,31.58317276652051,0.743952045573381,10.33236994124885,3.473560265467073,15.19214300655438,16.67201884425136,10.21462213965162
422,PI,12.28226652895188,4.808499476761896,14.66684155270405,0.8945435474366064,13.67523609758038,4.624868827636109,17.69937040810603,15.76862539727687,15.5797481635458
423,PI,11.16398024745854,4.169392733927702,22.28335216459901,1.100339023857869,10.54838518136303,2.16201748605962,22.35175162389568,12.26134538772818,13.95943615110982
424,PI,7.151691668301531,9.074768593132207,18.19342482945938,4.117459303816319,15.37065113164172,5.906878392272966,18.07971593062953,13.35580912792012,8.749601022825303
