ID_OLIVO,Variedad,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19,cluster_20
401,36-41,0.0,3.012855729696475,2.527194810484493,5.353257886690576,5.759806612224494,5.019228660366419,8.867157454551954,1.386660806667527,6.126799253159181,3.900670254327687,3.735853204147698,7.977145369621236,2.988682562991155,7.926601469581211,9.603340295085925,4.467640919891101,8.748489177589834,6.223491923857984,2.722777712478861,3.652345896585029
402,36-41,0.0,2.853039357538643,6.397018864966113,12.73193075792144,4.623088273413052,2.096110548065196,4.432885648040727,0.07375203795494134,12.08368915024649,2.674481794463977,1.117925624270707,3.96320161285954,4.832699328236916,7.3907305340501,16.11676111387281,2.89961959766303,4.002018477684953,8.03897213236324,1.541029422843525,2.131045723544609
403,36-41,0.0,6.861361412885277,1.264792097863277,1.89990229419837,7.632178915720861,7.458473564817382,10.76973183264532,0.151992182591336,4.310064056192496,4.190641624100206,1.921615461149518,3.712951906176083,5.547714684372358,10.27032894723082,3.848659212879096,8.343285213626597,8.85897296695938,6.036260995215641,2.14417544165121,4.776897189724504
404,36-41,0.0,3.83344828845513,7.340182233046383,6.810178970791942,4.940646893968803,7.496279085195281,9.256906378971978,0.3013032276557059,2.708098886104141,3.931462588209177,1.499255816842359,2.250698807907433,4.737357972155273,7.369223509355695,6.153120121249065,7.249428247122277,10.78883363011684,10.02287000407321,1.285076413958475,2.025628924820857
405,AR,0.0,1.813095729622646,9.637898885832987,6.244819725846703,9.236427681226841,5.250207210460817,4.908309165870895,0.8884169094784169,11.46135515910102,2.792167427396571,4.045793616664338,11.89131785953395,2.331123081739992,5.343452134074655,3.530356399384477,2.719643598429303,6.630750103353572,7.027041028529993,1.603294654308749,2.64452962914301
406,AR,0.0,2.056915793730372,9.80541109028192,11.64611698665687,4.575468942154508,3.558698067504796,4.552094902838949,0.0,15.38596388324113,1.419973120550511,0.9758663008895562,8.379594462078456,2.705545489038824,5.434465027462164,12.63367030276718,2.016011216431397,1.852392922183162,11.9967276374307,0.2220534093824194,0.783030445376944
407,AR,0.0,1.456614509231941,7.967757232070557,13.8568041747143,3.53911806378045,4.396396397277144,5.623518254613328,1.494547177990793,11.47083925655148,1.285917496514825,2.979611185381023,6.941678524217313,1.325746799140274,6.973921290190697,10.78236130763507,2.105263158089536,3.157894738626754,10.06353722259351,2.160265528955329,2.418207682424006
408,AR,0.0,1.722932829089753,4.700496261705474,5.71398615938117,6.678548960913816,7.024533451864093,9.659607188299413,0.5941147697954658,6.140350877878442,3.194240580273941,3.763891803372911,6.339554065068764,1.485286921208985,8.240721325955802,6.608653104067512,5.696512194311393,9.324107077458473,8.418955751575764,1.425875445599263,3.267631232179678
409,PI,0.0,3.449849851421386,3.082282284299267,6.580180180663477,6.255855853009802,6.930930931434386,9.969969971958905,0.6894894908817937,6.289489488916406,4.038438440586826,2.606606608919807,3.481081079465327,4.355555556371329,10.57057056921692,6.30150149802724,5.114714718349244,7.192792796297859,7.555555552362038,2.35195195015539,3.183183177661444
410,PI,0.0,2.950780385166411,5.509121958144916,2.56133728853951,8.819388275797808,7.914682005185907,7.354483084533951,1.2372307618512,4.223959736618833,4.721248619168112,5.709834938787883,4.751205780741197,4.289865493212339,6.611545485793771,5.215541776819746,6.21311524341078,7.270603035447457,7.809831934175948,2.851921751450552,3.984302445153405
411,PI,0.0,3.11960637540019,2.864576624798625,6.15420283511253,6.772456791210589,6.321646617364288,9.119245728991023,0.1442592536521168,6.947628738497567,6.373167779403575,2.903217498368709,4.714186356428006,4.796620212273684,9.995105485157598,6.26239727762644,5.85538009442211,7.578762978168435,7.267059948723849,1.123161338665306,1.687318065734324
412,PI,0.0,2.860507723560544,8.322428687526548,9.612666838823209,5.320596698433239,5.65035331129159,6.642240258008386,0.1727296516892372,7.859199158881398,2.344935880026239,1.920963098449628,4.603506938267489,4.386286313212976,7.409055222961649,10.06542789498944,3.446741689717092,5.98534414556714,11.07040041882478,0.7903690150467654,1.536247054721553
413,30-65,0.0,2.140109265618799,9.190831798807556,3.190767139385319,8.201596999332569,6.992532245804253,6.268386509843276,1.215530338526506,3.394433130402899,2.230627488000154,7.719910772414621,4.525910841813471,2.48278537742962,7.761937092172068,5.683250897469862,5.941874375163132,8.059354091979477,8.136941127913984,3.219862284435434,3.643358223486431
414,30-65,0.0,1.801170413401628,7.859971260207585,7.064512742190164,7.211690083342496,3.661912606198119,7.127588742720636,0.9426358756082276,5.561201244893459,2.733293621687598,6.75614114291438,3.802081509114387,2.141080002313221,9.32473630589558,11.50085853264596,2.572099376703818,5.820513723574478,8.86568315571867,2.281248903857574,2.971580757012013
415,30-65,0.1431315665908948,2.572601602424065,10.66706844004079,3.386191568876837,5.691363138160199,6.987080487278,6.361821535892142,1.725112057054765,4.052883346672569,5.476665788118693,5.973859658460651,3.412557912666994,3.322159025165313,8.022901054350674,3.465290596946546,5.894760635962025,4.956872197039537,8.000301328432148,4.260047460873717,5.627330598993696
416,30-65,0.2568026767824303,2.931182073135769,6.318902235049734,0.5914243462169431,9.504293018189268,8.054265778503774,7.208632716549138,1.569349693772413,0.8534149575694847,6.082851289266618,6.798786022553858,2.267126662881815,4.58353868454407,6.967393841873483,3.966174675470821,7.595133717893813,8.578247001483987,9.62880340046076,2.430546550626921,3.813130657173725
